STATION_NAME	RIVER_NAME	LOCATION	lon	lat	STATUS	FIRST_YR	LAST_YR	TOTAL_YRS	MISS_YRS
S-17002105202	Mississauga River	Peterborough Cnty Rd 36, 1km N of Buckhorn	-78.34054048	44.56394014	A	1971.00	2016.00	45.00	1.00
S-17002105302	Nogies Creek	2.7 KM N of Cnty Rd 36, E of Bass Lake Rd	-78.52166636	44.60826701	I	1971.00	1973.00	3.00	0.00
S-17002105402	Balsam Lake Outlet	At dam, Rosedale	-78.78594998	44.57366001	A	1971.00	2016.00	45.00	1.00
S-17002105502	Burnt River	Northline Rd, S of Conc Rd 2, N of Fenelon Falls	-78.73801511	44.59820751	I	1971.00	1973.00	3.00	0.00
S-17002105602	Pigeon River	Hwy 7, Omemee	-78.55540673	44.30000064	I	1971.00	1990.00	12.00	8.00
S-17002105702	Trent River	Healey Falls dam	-77.78640973	44.37636176	A	1971.00	2016.00	34.00	12.00
S-17002105802	Farrel Creek	Dyno Rd, E of Cnty Rd 648, SW of Cardiff	-78.09752136	44.94010364	I	1966.00	1992.00	19.00	8.00
S-17002105901	Paudash Lake	Inlet Bay, W of Cnty Rd 9, S of Cardiff	-78.02612173	44.98423177	I	1966.00	1992.00	22.00	5.00
S-17002106002	Deer Creek	Ridge Rd, W of Cnty Rd 9, SW of Cardiff	-78.03326723	44.98940402	I	1966.00	1992.00	22.00	5.00
S-17002106102	Centre Lake Outlet	Hwy 121, W of Cardiff	-78.04962086	45.00210777	I	1971.00	1992.00	14.00	8.00
S-17002106202	Bow Lake Outlet	Hwy 28, E of Hwy 121, SW of Bancroft	-77.93552286	45.00388089	I	1966.00	1996.00	31.00	0.00
S-17002106302	Bentley Creek	Dnstrm of Tailings, Bow Lake Inlet, N of Hwy 28	-77.92254023	45.01574477	I	1966.00	1996.00	31.00	0.00
S-17002106402	Bentley Creek	Upstrm of Mine Tailings, N of Hwy 28	-77.91448323	45.02275352	I	1967.00	1996.00	30.00	0.00
S-17002106502	Otonabee River	Lock 25, Peterborough Cnty Rd 32, S of Lakefield	-78.26286723	44.40074989	A	1972.00	2016.00	44.00	1.00
S-17002106602	Ouse River	8th Conc Asphodel-Norwood Twp, dwnstrm Norwood	-77.98904048	44.36764289	I	1972.00	2007.00	31.00	5.00
S-17002106702	Trent River	Bridge St, Peterborough Cnty Rd 45, Hastings	-77.95611536	44.30808676	A	1972.00	2016.00	44.00	1.00
S-17002106902	Baxter Creek	Hutchinson Dr, N of Cnty Rd 21, NE of Millbrook	-78.40918911	44.16991401	I	1972.00	1990.00	19.00	0.00
S-17002107002	Otonabee River	Lock 19 dam, Peterborough	-78.30763061	44.28881226	A	1972.00	2016.00	40.00	5.00
S-17002107102	Salt Creek	Cnty Rd 30, S of Cnty Rd 29, S of Campbellford	-77.81872298	44.19960864	A	1972.00	2016.00	32.00	12.00
S-17002107202	Plato Creek	Hwy 7, W of County Rd 50, E of Havelock	-77.85145048	44.43269926	I	1972.00	1998.00	27.00	0.00
S-17002107402	Pigeon River	Victoria Cnty Rd 14, Fees Landing, N of Omemee	-78.54169786	44.34198064	A	1972.00	2016.00	44.00	1.00
S-17002107502	Burnt River	Conc 11, Somerville Twp, S of Kinmount	-78.65936523	44.74053601	A	1972.00	2016.00	43.00	2.00
S-17002107602	Gull River	Monck Rd (Rd 45), N of Hwy 35, Norland	-78.81097598	44.72862889	I	1972.00	1990.00	19.00	0.00
S-17002107702	Baxter Creek	Zion 4th Ln, SW of Millbrook	-78.45732523	44.13534214	A	1977.00	2016.00	39.00	1.00
S-17002107802	Plato Creek	North School Rd, W of Cnty Rd 46, W of Havelock	-77.92335723	44.43965151	I	1977.00	1990.00	14.00	0.00
S-17002107902	Ouse River	Hwy 7, E of Cnty Rd 40, Norwood	-77.97655136	44.38729951	I	1973.00	1986.00	6.00	8.00
S-17002108002	Ouse River Tributary	Dam of tributary pond, E of Hwy 7, Norwood	-77.97507611	44.38803101	I	1973.00	1977.00	5.00	0.00
S-17002108102	Plato Creek	Cnty Rd 48, N of Hwy 7, Freeman Corners	-77.79022986	44.48006101	I	1976.00	1981.00	6.00	0.00
S-17002108202	Crowe River	Cnty Rd 48, S of Bowen Rd, S of Rockdale	-77.79972411	44.50608851	I	1976.00	1983.00	8.00	0.00
S-17002108302	Crowe River	Preston Rd, N of Belmont Lake, NW of Rockdale	-77.82126361	44.53496189	I	1976.00	1983.00	8.00	0.00
S-17002108402	Crowe River	Cordova Lk Outlet, N of Cty Rd 48, NE of Havelock	-77.82449886	44.55722176	I	1976.00	1998.00	19.00	4.00
S-17002108502	Crowe River	Vansickle Rd, S of Vansickle	-77.80819336	44.58994464	I	1976.00	1979.00	4.00	0.00
S-17002108602	Crowe River	South Rd, near Gut Conservation Area	-77.88164948	44.77074214	A	1976.00	2016.00	12.00	29.00
S-17002108702	Deer Creek	Wollaston Lake Outlet Dam, NW of The Ridge	-77.83895748	44.81075989	I	1976.00	1979.00	4.00	0.00
S-17002108802	Chandos Lake Outlet	Cnty Rd 620, E of Clydesdale Rd,  W of Glen Alda	-77.98307823	44.84241764	I	1966.00	1979.00	8.00	6.00
S-17002108902	Crowe River	Hwy 28, W of Hwy 121, SW of Paudash	-77.97576723	44.98185364	I	1966.00	1996.00	27.00	4.00
S-17002109001	Paudash Lake Narrows	Cnty Rd 9, N of Hwy 28, SW of Paudash	-78.03951661	44.96000927	I	1966.00	1992.00	18.00	9.00
S-17002109102	North River	Preston Rd, W of Cnty Rd 48, W of Rockdale	-77.83791923	44.50486951	I	1976.00	1985.00	10.00	0.00
S-17002109202	North River	Cnty Rd 46, Round Lake	-77.89834273	44.52679451	A	1976.00	2016.00	18.00	23.00
S-17002109402	North River	Sandy Lake Rd,  E of Cnty Rd 46, S of Lasswade	-77.92136686	44.70146014	I	1976.00	1977.00	2.00	0.00
S-17002109502	Beaver Creek	Beaver  Creek Rd, E of Cordova Rd, N of Marmora	-77.69751685	44.53391526	A	1976.00	2016.00	29.00	12.00
S-17002109602	Beaver Creek	St. Ola Rd, E of Hwy 62, St. Ola	-77.60166823	44.85286301	I	1976.00	1998.00	5.00	18.00
S-17002109702	Steenburg Creek	Hwy 62, N of St. Ola Rd, SW of Martins Landing	-77.66391398	44.84937826	I	1976.00	1997.00	5.00	17.00
S-17002109802	Crowe River	At Confluence with Faraday Cr, Cnty Rd 504	-77.92065948	44.83719789	I	1966.00	1969.00	4.00	0.00
S-17002109902	Crowe River	Rose Island Rd, E of Hwy 28, W of Rose Island	-77.99030886	44.86162776	I	1966.00	1969.00	4.00	0.00
S-17002110002	Crowe River	Below confluence with creek from Bow Lake	-77.96654673	44.95403014	I	1966.00	1981.00	11.00	5.00
S-17002110101	Paudash Lake	S of W end Johnson Isl, Nof Hwy 28, SW of Paudash	-77.99970773	44.96861302	I	1966.00	1984.00	7.00	12.00
S-17002110201	Paudash Lake	N of Ranson Point, E of Cnty Rd 9, N of Hwy 28	-78.02698761	44.95993377	I	1966.00	1984.00	7.00	12.00
S-17002110301	Paudash Lake	SE of Stringer Isl, W of Cnty Rd 9, N of Hwy 28	-78.05269648	44.96354714	I	1966.00	1984.00	6.00	13.00
S-17002110401	Bow Lake	At Centre of Dog Leg	-77.93919336	45.01124302	I	1966.00	1969.00	4.00	0.00
S-17002110501	Bow Lake	At Centre of East End, N of Hwy 28	-77.92653348	45.01696139	I	1966.00	1969.00	4.00	0.00
S-17002110602	Eels Creek	At Highway 28	-78.11323623	44.86389951	I	1966.00	1992.00	9.00	18.00
S-17002110701	Eels Lake	Middle of South End	-78.12552136	44.88780901	I	1966.00	1977.00	4.00	8.00
S-17002110801	Eels Lake	Middle of North End	-78.10873998	44.91358002	I	1966.00	1977.00	4.00	8.00
S-17002110901	Eels Lake	At North End near inlet from Farrel Creek	-78.10750998	44.92547002	I	1966.00	1977.00	5.00	7.00
S-17002111083	Trent River	Cnty Rd 30, S of Cnty Rd 42, S of Havelock	-77.87470086	44.39446726	I	1977.00	1990.00	14.00	0.00
S-17002111101	Centre Lake	Centre Lake, N of Hwy 121, W of Cardiff	-78.05055186	45.00370464	I	1977.00	1980.00	2.00	2.00
S-17002111201	Auger Lake	Upstrm Bicroft Tailings Dam S of Hwy 121	-78.04894611	45.00097039	I	1977.00	1980.00	3.00	1.00
S-17002111302	Trib. Creek to Deer Creek	S of Hwy 121, SW of Cardiff	-78.03636936	44.99220102	I	1977.00	1992.00	7.00	9.00
S-17002111420	Centre Lake Water Supply	At Bicroft Water Supply Intake	-78.03990498	45.00323839	I	1977.00	1979.00	2.00	1.00
S-17002111602	Scugog River	Hwys 7 & 35, upstrm Lindsay	-78.73027636	44.32767039	I	1978.00	1990.00	13.00	0.00
S-17002111701	Twin Sister Lake	Twin Sisters Lake Rd, SE of Vansickle	-77.75112898	44.59212826	I	1979.00	1979.00	1.00	0.00
S-17002111802	Trent River	Bridge at Glenn Ross, Glenn Ross Rd	-77.59664423	44.26365514	A	1980.00	2016.00	34.00	3.00
S-17002111902	Mariposa Brook	Valentia Rd, E of Little Britain	-78.82008948	44.28545426	A	1982.00	2016.00	22.00	13.00
S-17002112002	Ouse River	River Rd, Birdsalls Station	-78.05075098	44.28314514	I	1983.00	2007.00	24.00	1.00
S-17002112102	Emily Creek	Cnty Rd 36, E of Cedar Glen Rd, Glenway Village	-78.61076998	44.46429764	I	1983.00	1990.00	8.00	0.00
S-17002112202	Martin Creek	Cnty Rd 8, E of St Albans Rd, W of Bobcaygeon	-78.58780011	44.53848951	I	1983.00	1990.00	8.00	0.00
S-17002112302	Hawkers Creek	Cnty Rd 8, E of Providence Rd, W of Bobcaygeon	-78.61992348	44.53263051	I	1983.00	1990.00	8.00	0.00
S-17002112402	McLaren Creek	Blackbird Rd, N of Peniel Rd, NW of Lindsay	-78.81134423	44.39830464	I	1983.00	1990.00	8.00	0.00
S-17002112502	Rutherford Creek	Cnty Rd 25 (Sturgeon Road), SE of Fenelon Falls	-78.70735561	44.51699014	I	1983.00	1990.00	8.00	0.00
S-17002112702	Rawdon Creek	Rosebush Rd, River Valley	-77.55329023	44.26868176	I	1988.00	1998.00	11.00	0.00
S-17002113002	Scugog River	Hwys 7 and 35, upstrm Lindsay	-78.73027636	44.32767014	A	1996.00	2016.00	21.00	0.00
S-17002153602	Cavan Creek	Cnty Rd 9, E of Cnty Rd 28, SE of Bewdley	-78.30219261	44.08188964	I	1983.00	1996.00	8.00	6.00
S-17002600202	Moira River	Farnham Rd, Cannifton	-77.39320635	44.20605439	A	1965.00	2016.00	52.00	0.00
S-17002600302	Moira River	Stoco L. outlet (west channel), Cnty Rd 13	-77.29846773	44.45845239	A	1966.00	2016.00	51.00	0.00
S-17002600402	Moira River	Stoco L. outlet (east channel), Cnty Rd 13, Stoco	-77.27672248	44.45751576	A	1965.00	2016.00	52.00	0.00
S-17002600501	Stoco Lake	Municipal Beach, E of Hwy 37, Tweed	-77.30687360	44.47160339	I	1966.00	1979.00	14.00	0.00
S-17002600602	Moira River	Louisa St, Tweed	-77.30962048	44.47889464	A	1964.00	2016.00	53.00	0.00
S-17002600702	Clare River	Greenwood Rd, upstrm Stoco Lake	-77.27068710	44.48091226	A	1965.00	2016.00	52.00	0.00
S-17002600802	Sulphide Creek	Sulphide Rd, upstrm Stoco Lake, E of Tweed	-77.28244573	44.49769051	I	1965.00	1998.00	34.00	0.00
S-17002600902	Skootamotta River	Hwy 7, upstrm Actinolite	-77.32830798	44.54923751	A	1966.00	2015.00	50.00	0.00
S-17002601002	Black River	Hwy 7, 3.5 km W of Actinolite	-77.36942810	44.53957589	A	1966.00	2016.00	51.00	0.00
S-17002601101	Moira Lake	Hwy 62, S of Madoc	-77.46815610	44.47835814	A	1964.00	2016.00	53.00	0.00
S-17002601202	Deer Creek	Seymour St, Madoc	-77.47330660	44.49953864	A	1964.00	2016.00	51.00	2.00
S-17002601302	Moira River	Hwy 7, dwnstrm Deloro	-77.61789323	44.49961189	A	1964.00	2016.00	53.00	0.00
S-17002601502	Moira River	CNR Bridge , S of College St E, Belleville	-77.38184873	44.17675514	I	1965.00	1971.00	6.00	1.00
S-17002601602	Moira River	College St, W of Cannifton Rd Pkwy, Belleville	-77.38075835	44.17918501	I	1965.00	1965.00	1.00	0.00
S-17002601702	West Channel	Bethel Rd, Chapman, S of Tweed	-77.29752560	44.44068064	I	1965.00	1984.00	2.00	18.00
S-18000014202	Ottawa River	Champlain Br. 2400' from P/Q Shore	-75.75638248	45.40759127	I	1966.00	1968.00	3.00	0.00
S-18000014302	Ottawa River	Champlain Br. 2800' from P/Q Shore	-75.75550635	45.40665827	I	1966.00	1968.00	3.00	0.00
S-18000014402	Ottawa River	Champlain Br 3200 ft from P/Q Shore	-75.75505273	45.40541389	I	1966.00	1968.00	3.00	0.00
S-18000015002	Ottawa River	Britannia Waterworks	-75.79073460	45.37543964	I	1968.00	1979.00	12.00	0.00
S-18000016002	Ottawa River	Quyon Ferry 800' from P/Q Shore, near Woodridge	-76.22669760	45.51656364	I	1968.00	1969.00	2.00	0.00
S-18000016102	Ottawa River	Quyon Ferry 400' from P/Q Shore, near Woodridge	-76.22831110	45.51789589	I	1968.00	1969.00	2.00	0.00
S-18000016202	Ottawa River	Quyon Ferry 1200' from P/Q Shore, near Woodridge	-76.22468748	45.51466039	I	1968.00	1969.00	2.00	0.00
S-18000017002	Ottawa River	Ont. Hydro Plant, Chats Falls	-76.23814385	45.47494827	A	1966.00	2016.00	49.00	2.00
S-18000017102	Ottawa River	At Chats Falls, 300' from P/Q Shore	-76.24046323	45.47517414	I	1966.00	1969.00	4.00	0.00
S-18000017202	Ottawa River	At Chats Falls 600' from P/Q Shore	-76.24326985	45.47553564	I	1966.00	1969.00	4.00	0.00
S-18000017302	Ottawa River	Chats Falls 1200' from P/Q Shore	-76.24584235	45.47662052	I	1966.00	1969.00	4.00	0.00
S-18000017402	Ottawa River	At Chats Fallls 1500' from P/Q Shore	-76.24756460	45.47748239	I	1967.00	1969.00	3.00	0.00
S-18000017502	Ottawa River	South of Chats Generating Station	-76.25262998	45.42311002	I	1968.00	1969.00	2.00	0.00
S-18000024002	Ottawa River	Chenaux dam 800' from PQ shore	-76.67435998	45.59322002	I	1968.00	2000.00	31.00	2.00
S-18000024102	Ottawa River	At Chenaux Dam 1200'  from P/Q Shore	-76.67870998	45.58867002	I	1968.00	1969.00	2.00	0.00
S-18000024202	Ottawa River	Spillway West of Limerick Island	-76.67745998	45.58958002	I	1968.00	1969.00	2.00	0.00
S-18000024302	Ottawa River	Spillway East of Limerick Island	-76.67013998	45.59149002	I	1968.00	1969.00	2.00	0.00
S-18000025902	Ottawa River	Pembroke Morrison Allumette Island	-77.02678585	45.81473814	I	1968.00	1969.00	2.00	0.00
S-18000026002	Ottawa River	Centre of Lost Channel, Hwy 148, Pembroke	-77.04287398	45.80716977	I	1968.00	1971.00	4.00	0.00
S-18000026102	Ottawa River	Hwy 148, at Bridge Ontario to Cotnam Island	-77.05467310	45.80251814	I	1968.00	1969.00	2.00	0.00
S-18000026220	Ottawa River	Pembroke Raw Water Monthly Composite	-77.13590485	45.83462614	I	1966.00	1974.00	9.00	0.00
S-18000027220	Ottawa River	Base Petawawa Raw Water Monthly Composite	-77.29293998	45.92227002	I	1966.00	1975.00	10.00	0.00
S-18000027320	Ottawa River	Base Petawawa Treated Water Composite	-77.29293998	45.92227002	I	1973.00	1974.00	2.00	0.00
S-18000028020	Ottawa River	Deep River Raw Water Composite	-77.49316235	46.11003627	I	1966.00	1975.00	10.00	0.00
S-18000029502	Ottawa River	At Alexander Point	-77.52416998	46.12936002	I	1966.00	1974.00	9.00	0.00
S-03007600602	Silver Creek	0.5km W of Carlyon Ln, on trail, former railroad	-79.45662573	44.66792451	A	2002.00	2016.00	15.00	0.00
S-18207016002	South Nation River	Main St, Chesterville	-75.22882773	45.10188314	A	2002.00	2016.00	15.00	0.00
S-06006301202	West Oakville Creek	Lower Baseline Rd	-79.79842286	43.47417514	A	2002.00	2016.00	15.00	0.00
S-06006301402	Middle Oakville Creek	Steeles Ave, E of 5th Ln, Milton	-79.85686198	43.55475226	A	2002.00	2016.00	15.00	0.00
S-09000902402	Grindstone Creek	Unsworth Ave, Burlington	-79.86886936	43.30128051	A	2002.00	2016.00	15.00	0.00
S-06008000602	Etobicoke Creek	QEW, Etobicoke	-79.55975311	43.60505564	A	2002.00	2016.00	15.00	0.00
S-06008302402	Humber River East	150 m upstrm Islington Ave & Thistlewood  Ave	-79.58497136	43.79029689	I	1995.00	1996.00	2.00	0.00
S-18607009002	Kaibuskong River	Dam in Bonfield	-79.14930898	46.23232964	I	1972.00	1992.00	5.00	16.00
S-09000900302	Grindstone Creek	N end of Hidden Valley Rd, N of 403	-79.87693448	43.31069414	I	1997.00	1997.00	1.00	0.00
S-13000700102	Bennett Creek	Base Line, Sault Ste. Marie	-84.40929561	46.52176514	I	1973.00	1975.00	3.00	0.00
S-09000900402	Grindstone Tributary	Main St S, W of Mill St S, Waterdown	-79.88869561	43.32639301	I	1997.00	1997.00	1.00	0.00
S-09000901402	Grindstone Creek Tributary	Edgewood Rd, S of Safari Rd, NW of Waterdown	-79.99452911	43.35391176	I	1997.00	1997.00	1.00	0.00
S-18003303102	Rideau River	Hogs Back Rd, Ottawa	-75.69654048	45.37069889	A	1972.00	2016.00	44.00	1.00
S-18003303402	Rideau River	St. Patrick St, Ottawa	-75.67854073	45.43743002	A	1969.00	2016.00	47.00	1.00
S-18003303502	Rideau River	Nicholsons Lock, Andrewsville	-75.81947835	44.95113552	A	1980.00	2016.00	37.00	0.00
S-18003303602	Jock River	Moodie Dr, W of Hwy 416	-75.79080660	45.24920927	A	1980.00	2016.00	37.00	0.00
S-18003303702	Rideau River	Long Island gauging station, dwnstrm Manotick	-75.70465935	45.24858439	A	1980.00	2016.00	37.00	0.00
S-18003400102	Rideau Canal	At Lock No 1, Ottawa	-75.69683823	45.42571739	I	1966.00	1971.00	6.00	0.00
S-18003400202	Rideau Canal	at HMCS Carleton	-75.70456773	45.39607777	I	1970.00	1971.00	2.00	0.00
S-18008700120	Chalk River	Petawawa Forestry Station Composite, S. of CNN	-77.44002898	45.99686527	I	1966.00	1975.00	10.00	0.00
S-18008700220	Chalk River	Petawawa Forestry Station Composite	-77.44071998	45.99842002	I	1973.00	1975.00	3.00	0.00
S-18013700102	Slate Creek	Hwy 567, S of North Cobalt	-79.60921823	47.40701014	I	1988.00	2005.00	9.00	9.00
S-18013700202	Slate Creek	Upstrm tailings, W of Hwy 567	-79.62550023	47.39906664	I	1988.00	1993.00	6.00	0.00
S-18091002002	Rigaur River	Hwy 17, Town of Rigaur, P.Q.	-74.30330998	45.48096002	I	1968.00	1971.00	4.00	0.00
S-18098002002	North River	At Bridge on Hwy 29, St. Andrews East	-74.33720998	45.56307002	I	1968.00	1971.00	4.00	0.00
S-18156001002	Riviere Rouge	At Hwy No. 8, Calumet P.Q.	-74.69138998	45.64379002	I	1968.00	1975.00	8.00	0.00
S-18207002002	South Nation River	Cnty Rd 17, dwnstrm Plantagenet	-75.06332235	45.55919927	A	1966.00	2016.00	50.00	1.00
S-18207003002	South Nation River	At Dam, above CPR Bridge Plantagenet Spring	-74.91000123	45.37388864	I	1970.00	1971.00	2.00	0.00
S-18207004002	Scotch River	Conc 17, dwnstrm St. Isidore	-74.94003510	45.39163639	I	1965.00	2003.00	39.00	0.00
S-18207005002	Scotch River	W of Cnty Rd 9, upstr Dunvegan Creek	-74.91027998	45.37639002	I	1967.00	1971.00	5.00	0.00
S-18207006002	Scotch River East	Conc 19, upstrm St. Isidore	-74.90711423	45.37399664	A	1967.00	2016.00	48.00	2.00
S-18207007002	Ditch (/Scotch River)	Above Confluence of Dunvegan Cr & Ditch	-74.91175785	45.37835177	I	1967.00	1971.00	5.00	0.00
S-18207008002	Dunvegan Creek	County Rd 9, 50 Ft Dwnstr from Outfall	-74.90330948	45.38066227	I	1965.00	1971.00	7.00	0.00
S-18207009002	Dunvegan Creek	50 Ft Upstream of Outfall	-74.90280110	45.38059152	I	1965.00	1986.00	8.00	14.00
S-18207009502	Scotch River	Cnty Rd 9, S of St Isidore de Prescott	-74.89850373	45.36985752	I	1965.00	1967.00	3.00	0.00
S-18207010002	South Nation River	At dam dwnstrm of Casselman	-75.09253010	45.31853002	A	1964.00	2016.00	53.00	0.00
S-18207011002	South Nation River	At dam in Chesterville	-75.22605685	45.10123952	I	1964.00	2001.00	36.00	2.00
S-18207012002	Bear Brook	At Hwy 417, S of Carlsbad Spring	-75.48590110	45.36293127	I	1974.00	1974.00	1.00	0.00
S-18207013002	Bear Brook	Russell Rd, Carlsbad Spring	-75.47473148	45.37429252	I	1975.00	1979.00	5.00	0.00
S-18207014002	Castor River	St Andre Rd, dwnstrm Russell Lagoon discharge	-75.30843935	45.26564252	I	1980.00	2006.00	27.00	0.00
S-18207014502	Castor River	Wade Rd, upstrm Russell lagoon discharge	-75.34361710	45.26242627	A	1980.00	2015.00	36.00	0.00
S-19000102902	Wawiag River	Mouth of Kawa Bay, McKenzie Lake	-91.11925237	48.41826164	I	1971.00	1971.00	1.00	0.00
S-19000103002	Maligne River	Outlet of Pickerel Lake	-91.32694762	48.58646927	I	1971.00	1971.00	1.00	0.00
S-19000103102	Little Pickerel River	Hwy 11, Inlet to French Lake	-91.12564974	48.67561214	I	1971.00	1971.00	1.00	0.00
S-06007604902	Credit River	Mineola Drive, upstream Stavebank Rd	-79.59936423	43.55390414	I	2000.00	2000.00	1.00	0.00
S-06008000502	Etobicoke Creek	Marie Curtis Park, S of Lakeshore Rd E	-79.54482023	43.58740901	I	2000.00	2000.00	1.00	0.00
S-06008310202	Humber River	Humber Marsh	-79.47714711	43.63735601	I	2000.00	2000.00	1.00	0.00
S-06008501802	Don River	Queen St. bridge	-79.35429323	43.65787626	I	2000.00	2000.00	1.00	0.00
S-06007604702	West Credit River	Shaws Creek Rd, N of Charleston Sdrd, Caledon Twp	-80.05799398	43.81681676	I	1995.00	1995.00	1.00	0.00
S-06007602502	West Credit River	Sideroad 27, E of Cnty Rd 24, N of Hillsburgh	-80.14275073	43.81453551	I	1995.00	1995.00	1.00	0.00
S-08012305002	Beatty Saugeen River	Normanby Bentinck Twnln Rd, upstream Hanover	-80.96736536	44.13098289	A	2002.00	2016.00	15.00	0.00
S-08012305302	Rocky Saugeen River	Conc 2 WGR, Bentinck Twp, Aberdeen	-80.86270248	44.21263151	A	2002.00	2016.00	15.00	0.00
S-08012305202	Saugeen River	35 Sideroad, Artemesia Twp	-80.46002998	44.24720089	A	2002.00	2016.00	15.00	0.00
S-16017000602	Sandusk Creek	Brooklyn Sideroad, S of Rainham Rd	-79.98814786	42.81906664	I	2001.00	2002.00	2.00	0.00
S-16012401002	Big Creek	1st Conc, Walsingham Twp	-80.51489698	42.61026751	I	2001.00	2003.00	3.00	0.00
S-10000100302	Turkey Creek	Morton Dr, SW of Windsor	-83.07082049	42.24458189	A	2001.00	2016.00	16.00	0.00
S-08002201802	Ausable River	Greenway Drive, Cnty Rd 5, Tricounty bridge	-81.77378486	43.23744164	I	2000.00	2002.00	3.00	0.00
S-08002201902	Decker Creek	Gordon Rd, N of Thedford	-81.85668398	43.18532864	A	2000.00	2016.00	17.00	0.00
S-16003000302	Lebo Drain	Fox Run Rd, E of Cnty Rd 37	-82.50461511	42.05544151	A	2001.00	2016.00	16.00	0.00
S-03005702802	Nottawasaga River	Mono Adjala Townline, Hockley	-79.96972211	44.02452589	A	2002.00	2016.00	15.00	0.00
S-03005702902	Nottawasaga River	Simcoe Cnty Rd 21, Murphy Rd, E of Baxter	-79.82159811	44.24946051	A	2002.00	2016.00	15.00	0.00
S-03005703002	Willow Creek	Simcoe Cnty Rd 28, S of Minesing	-79.82357036	44.42213889	A	2002.00	2016.00	15.00	0.00
S-03005703102	Innisfil Creek	10th Sideroad New Tecumseh, N of Beeton	-79.79639598	44.13108751	A	2002.00	2016.00	15.00	0.00
S-04002701502	Sydenham River	Hickory Dr, NE of Strathroy	-81.59343411	42.97589126	A	2002.00	2016.00	15.00	0.00
S-17002113102	Mill Creek	Northumberland Cnty Rd 29, dwnstrm Warkworth	-77.87283636	44.20399476	I	2002.00	2010.00	9.00	0.00
S-17002113202	Mill Creek	Banta Rd, Percy Twp, upstrm Warkworth	-77.91108886	44.19684476	I	2002.00	2010.00	9.00	0.00
S-17002113302	Cold Creek	Northumberland Cnty Rd 30, Orland	-77.78685773	44.13468464	A	2002.00	2016.00	15.00	0.00
S-08012305102	South Saugeen River	Conc 16, Normanby Twp, NE of Neustadt	-80.98513248	44.09852564	A	2002.00	2016.00	15.00	0.00
S-08012305402	Teeswater River	Conc 2, S of Mildmay	-81.13265436	43.98512539	I	2002.00	2006.00	5.00	0.00
S-08012305602	Mill Creek	Conc 6, S of Port Elgin	-81.38327448	44.41529576	A	2002.00	2016.00	15.00	0.00
S-08012305702	Saugeen River	Conc 2, Glenelg Twp, upstrm Durham	-80.78749348	44.18581114	A	2002.00	2016.00	15.00	0.00
S-08012305802	North Saugeen River	Conc 8, Sullivan Twp, Mooresburg	-80.97633386	44.33514014	A	2002.00	2016.00	15.00	0.00
S-06012900402	North Ganaraska River	7th Ln, Hope Twp, W of Perrytown	-78.40733048	44.03583326	I	2007.00	2007.00	1.00	0.00
S-06013300502	Cobourg Creek West	Telephone Rd	-78.21093061	43.98844226	A	2002.00	2016.00	15.00	0.00
S-08013500502	Sauble River	Thomas St, Allenford	-81.17765936	44.53529476	A	2002.00	2016.00	15.00	0.00
S-17002602302	Moira River	Moira Lake outlet, Rapids Rd, E of Madoc	-77.39071673	44.50971114	A	1999.00	2016.00	18.00	0.00
S-08012305902	North Saugeen River	Lockerby dam, Elderslie Twp	-81.24326086	44.31874089	A	2002.00	2016.00	15.00	0.00
S-08013500602	Spring Creek	Allenford Rd, NE of Tolmie	-81.18539536	44.64473576	A	2002.00	2016.00	15.00	0.00
S-09000800602	Spencer Creek	Hwy 5, upstrm Christie Reservoir	-80.05308886	43.28300414	A	2002.00	2016.00	15.00	0.00
S-09000800702	Spencer Creek	Safari Rd, dwnstrm Beverly Swamp	-80.07794948	43.35303464	A	2002.00	2016.00	15.00	0.00
S-09000800502	Spencer Creek	Market St, Dundas	-79.96422961	43.26519314	A	2002.00	2016.00	15.00	0.00
S-09000100502	Redhill Creek	Queenston Rd, Hamilton	-79.78474873	43.23246039	A	2002.00	2016.00	15.00	0.00
S-03003601002	Beaver River	Slabtown Rd, E of Grey Cnty Rd 13	-80.46674361	44.52027901	A	2002.00	2016.00	15.00	0.00
S-06006000702	Bronte Creek	Petro Canada Park, N of Rebecca St	-79.72279548	43.39559389	A	1999.00	2016.00	18.00	0.00
S-06006000802	Indian Creek	Appleby Ln, N of Zimmerman	-79.84737548	43.43465639	A	1999.00	2016.00	18.00	0.00
S-06006001302	Mountsberg Creek	Centre Rd, Reg Rd 508, N of Carlisle	-79.99299086	43.40142401	I	1999.00	2001.00	3.00	0.00
S-06012900502	Ganaraska River	Sylvan Glen Rd, E of Dale	-78.32816023	43.99061964	A	2002.00	2016.00	15.00	0.00
S-04002701602	Sydenham River	Lambton Ln, Florence	-82.00877086	42.65068239	A	2002.00	2016.00	15.00	0.00
S-04002701702	Sydenham River	Hwy 40, McNaughton Ave, Wallaceburg	-82.38763173	42.59179026	A	2002.00	2016.00	15.00	0.00
S-08012303002	Saugeen River	Bruce Cnty Rd 3, N of Burgoyne	-81.32603473	44.45609726	A	2002.00	2016.00	15.00	0.00
S-03006600102	Copeland Creek	Lafontaine Rd, Penetang	-79.95878136	44.76173314	A	2002.00	2016.00	15.00	0.00
S-03007000302	Wye River	Footbridge, outlet of Wye Marsh, Ste. Marie site	-79.84641461	44.73194951	A	2002.00	2016.00	15.00	0.00
